dataset,model,query,ground_truth,prediction,Accuracy (EM),faithfulness
SciFact,Qwen/Qwen2.5-7B-Instruct,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Teaching hospitals do not provide better care than non-teaching hospitals.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Teaching hospitals do not provide better care than non-teaching hospitals.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Teaching hospitals do not provide better care than non-teaching hospitals.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The PPR MDA5 has two N-terminal CARD domains.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The PRR MDA5 has a central DExD/H RNA helices domain.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The PRR MDA5 is a sensor of RNA virus infection.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The amount of publicly available DNA data doubles every 10 years.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The arm density of TatAd complexes is due to structural rearrangements within Class1 TatAd complexes such as the 'charge zipper mechanism'.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The availability of safe places to study is effective at decreasing homelessness.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The availability of safe places to study is not effective at decreasing homelessness.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The combination of H3K4me3 and H3K79me2 is found in quiescent hair follicle stem cells.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The extracellular domain of TMEM27 is cleaved in human beta cells.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The locus rs647161 is associated with colorectal carcinoma.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The one-child policy has been successful in lowering population growth.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The risk of male prisoners harming themselves is ten times that of female prisoners.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The risk of male prisoners harming themselves is ten times that of female prisoners.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,NEUTRAL,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,The ureABIEFGH gene cluster is induced by nickel (II) ion.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,NEUTRAL,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,There is no association between HNF4A mutations and diabetes risks.,NEUTRAL,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Tirasemtiv has no effect on fast-twitch muscle.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Tirasemtiv has no effect on fast-twitch muscle.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Transferred UCB T cells acquire a memory-like phenotype in recipients.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Transplanted human glial cells can differentiate within the host animal.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,UCB T cells maintain high TCR diversity after transplantation.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,UCB T cells reduce TCR diversity after transplantation.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,NEUTRAL,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Venules have a larger lumen diameter than arterioles.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Venules have a thinner or absent smooth layer compared to arterioles.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Vitamin D deficiency is unrelated to birth weight.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Vitamin D deficiency is unrelated to birth weight.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,aPKCz causes tumour enhancement by affecting glutamine metabolism.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,aPKCz causes tumour enhancement by affecting glutamine metabolism.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,cSMAC formation enhances weak ligand signalling.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,0-dimensional biomaterials show inductive properties.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,1/2000 in UK have abnormal PrP positivity.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,5% of perinatal mortality is due to low birth weight.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,A deficiency of vitamin B12 increases blood levels of homocysteine.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,A high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha (+)- thalassemia trait subjects.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,A high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha (+)- thalassemia trait subjects.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"A total of 1,000 people in the UK are asymptomatic carriers of vCJD infection.",REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,ADAR1 binds to Dicer to cleave pre-miRNA.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,ADAR1 binds to Dicer to cleave pre-miRNA.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,AIRE is expressed in some skin tumors.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,ALDH1 expression is associated with better breast cancer outcomes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,ALDH1 expression is associated with poorer prognosis in breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation, delaying GABA neuron degeneration.",REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Activation of PPM1D suppresses p53 function.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Activation of PPM1D suppresses p53 function.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Activator-inhibitor pairs are provided dorsally by Admpchordin.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Active H. pylori urease has a polymeric structure that compromises two subunits, UreA and UreB.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Albendazole is used to treat lymphatic filariasis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Alizarin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,All hematopoietic stem cells segregate their chromosomes randomly.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Anthrax spores can be disposed of easily after they are dispersed.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Arginine 90 in p150n is important for interaction with EB1.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Arterioles have a larger lumen diameter than venules.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Aspirin inhibits the production of PGE2.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Auditory entrainment is strengthened when people see congruent visual and auditory information.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Auditory entrainment is strengthened when people see congruent visual and auditory information.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Auditory entrainment is strengthened when people see congruent visual and auditory information.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Auditory entrainment is strengthened when people see congruent visual and auditory information.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Auditory entrainment is strengthened when people see congruent visual and auditory information.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Auditory entrainment is strengthened when people see congruent visual and auditory information.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Autophagy declines in aged organisms.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Bariatric surgery has a positive impact on mental health.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Bariatric surgery has a positive impact on mental health.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Birth-weight is positively associated with breast cancer.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Bone marrow cells contribute to adult macrophage compartments.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Breast cancer development is determined exclusively by genetic factors.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Breast cancer development is determined exclusively by genetic factors.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CCL19 is absent within dLNs.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CHEK2 is not associated with breast cancer.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CR is associated with higher methylation age.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CR is associated with higher methylation age.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CR is associated with higher methylation age.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CR is associated with higher methylation age.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CR is associated with higher methylation age.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells impairs T cell survival,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells promotes T cell survival,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells promotes airway inflammation.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells promotes airway inflammation.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells promotes airway inflammation.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells suppresses airway inflammation.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,CX3CR1 on the Th2 cells suppresses airway inflammation.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cataract and trachoma are the primary cause of blindness in Southern Sudan.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Cells undergoing methionine restriction may activate miRNAs.,NEUTRAL,NEUTRAL,1,0
